PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
699,0,1,"Thayer, Mr. John Borland",male,49.0,1,1,17421,110.8833,C68,C
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,0,0,348121,7.65,F G63,S
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18.0,1,0,PC 17757,227.525,C62 C64,C
702,1,1,"Silverthorne, Mr. Spencer Victor",male,35.0,0,0,PC 17475,26.2875,E24,S
703,0,3,"Barbara, Miss. Saiide",female,18.0,0,1,2691,14.4542,,C
704,0,3,"Gallagher, Mr. Martin",male,25.0,0,0,36864,7.7417,,Q
705,0,3,"Hansen, Mr. Henrik Juul",male,26.0,1,0,350025,7.8542,,S
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39.0,0,0,250655,26.0,,S
707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45.0,0,0,223596,13.5,,S
708,1,1,"Calderhead, Mr. Edward Pennington",male,42.0,0,0,PC 17476,26.2875,E24,S
709,1,1,"Cleaver, Miss. Alice",female,22.0,0,0,113781,151.55,,S
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,,1,1,2661,15.2458,,C
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,PC 17482,49.5042,C90,C
712,0,1,"Klaber, Mr. Herman",male,,0,0,113028,26.55,C124,S
713,1,1,"Taylor, Mr. Elmer Zebley",male,48.0,1,0,19996,52.0,C126,S
714,0,3,"Larsson, Mr. August Viktor",male,29.0,0,0,7545,9.4833,,S
715,0,2,"Greenberg, Mr. Samuel",male,52.0,0,0,250647,13.0,,S
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19.0,0,0,348124,7.65,F G73,S
717,1,1,"Endres, Miss. Caroline Louise",female,38.0,0,0,PC 17757,227.525,C45,C
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,34218,10.5,E101,S
719,0,3,"McEvoy, Mr. Michael",male,,0,0,36568,15.5,,Q
720,0,3,"Johnson, Mr. Malkolm Joackim",male,33.0,0,0,347062,7.775,,S
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6.0,0,1,248727,33.0,,S
722,0,3,"Jensen, Mr. Svend Lauritz",male,17.0,1,0,350048,7.0542,,S
723,0,2,"Gillespie, Mr. William Henry",male,34.0,0,0,12233,13.0,,S
724,0,2,"Hodges, Mr. Henry Price",male,50.0,0,0,250643,13.0,,S
725,1,1,"Chambers, Mr. Norman Campbell",male,27.0,1,0,113806,53.1,E8,S
726,0,3,"Oreskovic, Mr. Luka",male,20.0,0,0,315094,8.6625,,S
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30.0,3,0,31027,21.0,,S
728,1,3,"Mannion, Miss. Margareth",female,,0,0,36866,7.7375,,Q
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25.0,1,0,236853,26.0,,S
730,0,3,"Ilmakangas, Miss. Pieta Sofia",female,25.0,1,0,STON/O2. 3101271,7.925,,S
731,1,1,"Allen, Miss. Elisabeth Walton",female,29.0,0,0,24160,211.3375,B5,S
732,0,3,"Hassan, Mr. Houssein G N",male,11.0,0,0,2699,18.7875,,C
733,0,2,"Knight, Mr. Robert J",male,,0,0,239855,0.0,,S
734,0,2,"Berriman, Mr. William John",male,23.0,0,0,28425,13.0,,S
735,0,2,"Troupiansky, Mr. Moses Aaron",male,23.0,0,0,233639,13.0,,S
736,0,3,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,,S
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,1,3,W./C. 6608,34.375,,S
738,1,1,"Lesurer, Mr. Gustave J",male,35.0,0,0,PC 17755,512.3292,B101,C
739,0,3,"Ivanoff, Mr. Kanio",male,,0,0,349201,7.8958,,S
740,0,3,"Nankoff, Mr. Minko",male,,0,0,349218,7.8958,,S
741,1,1,"Hawksford, Mr. Walter James",male,,0,0,16988,30.0,D45,S
742,0,1,"Cavendish, Mr. Tyrell William",male,36.0,1,0,19877,78.85,C46,S
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C
744,0,3,"McNamee, Mr. Neal",male,24.0,1,0,376566,16.1,,S
745,1,3,"Stranden, Mr. Juho",male,31.0,0,0,STON/O 2. 3101288,7.925,,S
746,0,1,"Crosby, Capt. Edward Gifford",male,70.0,1,1,WE/P 5735,71.0,B22,S
747,0,3,"Abbott, Mr. Rossmore Edward",male,16.0,1,1,C.A. 2673,20.25,,S
748,1,2,"Sinkkonen, Miss. Anna",female,30.0,0,0,250648,13.0,,S
749,0,1,"Marvin, Mr. Daniel Warner",male,19.0,1,0,113773,53.1,D30,S
750,0,3,"Connaghton, Mr. Michael",male,31.0,0,0,335097,7.75,,Q
751,1,2,"Wells, Miss. Joan",female,4.0,1,1,29103,23.0,,S
752,1,3,"Moor, Master. Meier",male,6.0,0,1,392096,12.475,E121,S
753,0,3,"Vande Velde, Mr. Johannes Joseph",male,33.0,0,0,345780,9.5,,S
754,0,3,"Jonkoff, Mr. Lalio",male,23.0,0,0,349204,7.8958,,S
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48.0,1,2,220845,65.0,,S
756,1,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,,S
757,0,3,"Carlsson, Mr. August Sigfrid",male,28.0,0,0,350042,7.7958,,S
758,0,2,"Bailey, Mr. Percy Andrew",male,18.0,0,0,29108,11.5,,S
759,0,3,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,363294,8.05,,S
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33.0,0,0,110152,86.5,B77,S
761,0,3,"Garfirth, Mr. John",male,,0,0,358585,14.5,,S
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,0,0,SOTON/O2 3101272,7.125,,S
763,1,3,"Barah, Mr. Hanna Assi",male,20.0,0,0,2663,7.2292,,C
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36.0,1,2,113760,120.0,B96 B98,S
765,0,3,"Eklund, Mr. Hans Linus",male,16.0,0,0,347074,7.775,,S
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51.0,1,0,13502,77.9583,D11,S
767,0,1,"Brewe, Dr. Arthur Jackson",male,,0,0,112379,39.6,,C
768,0,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,,Q
769,0,3,"Moran, Mr. Daniel J",male,,1,0,371110,24.15,,Q
770,0,3,"Gronnestad, Mr. Daniel Danielsen",male,32.0,0,0,8471,8.3625,,S
771,0,3,"Lievens, Mr. Rene Aime",male,24.0,0,0,345781,9.5,,S
772,0,3,"Jensen, Mr. Niels Peder",male,48.0,0,0,350047,7.8542,,S
773,0,2,"Mack, Mrs. (Mary)",female,57.0,0,0,S.O./P.P. 3,10.5,E77,S
774,0,3,"Elias, Mr. Dibo",male,,0,0,2674,7.225,,C
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54.0,1,3,29105,23.0,,S
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18.0,0,0,347078,7.75,,S
777,0,3,"Tobin, Mr. Roger",male,,0,0,383121,7.75,F38,Q
778,1,3,"Emanuel, Miss. Virginia Ethel",female,5.0,0,0,364516,12.475,,S
779,0,3,"Kilgannon, Mr. Thomas J",male,,0,0,36865,7.7375,,Q
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43.0,0,1,24160,211.3375,B3,S
781,1,3,"Ayoub, Miss. Banoura",female,13.0,0,0,2687,7.2292,,C
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17.0,1,0,17474,57.0,B20,S
783,0,1,"Long, Mr. Milton Clyde",male,29.0,0,0,113501,30.0,D6,S
784,0,3,"Johnston, Mr. Andrew G",male,,1,2,W./C. 6607,23.45,,S
785,0,3,"Ali, Mr. William",male,25.0,0,0,SOTON/O.Q. 3101312,7.05,,S
786,0,3,"Harmer, Mr. Abraham (David Lishin)",male,25.0,0,0,374887,7.25,,S
787,1,3,"Sjoblom, Miss. Anna Sofia",female,18.0,0,0,3101265,7.4958,,S
788,0,3,"Rice, Master. George Hugh",male,8.0,4,1,382652,29.125,,Q
789,1,3,"Dean, Master. Bertram Vere",male,1.0,1,2,C.A. 2315,20.575,,S
790,0,1,"Guggenheim, Mr. Benjamin",male,46.0,0,0,PC 17593,79.2,B82 B84,C
791,0,3,"Keane, Mr. Andrew ""Andy""",male,,0,0,12460,7.75,,Q
792,0,2,"Gaskell, Mr. Alfred",male,16.0,0,0,239865,26.0,,S
793,0,3,"Sage, Miss. Stella Anna",female,,8,2,CA. 2343,69.55,,S
794,0,1,"Hoyt, Mr. William Fisher",male,,0,0,PC 17600,30.6958,,C
795,0,3,"Dantcheff, Mr. Ristiu",male,25.0,0,0,349203,7.8958,,S
796,0,2,"Otter, Mr. Richard",male,39.0,0,0,28213,13.0,,S
797,1,1,"Leader, Dr. Alice (Farnham)",female,49.0,0,0,17465,25.9292,D17,S
798,1,3,"Osman, Mrs. Mara",female,31.0,0,0,349244,8.6833,,S
799,0,3,"Ibrahim Shawah, Mr. Yousseff",male,30.0,0,0,2685,7.2292,,C
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30.0,1,1,345773,24.15,,S
801,0,2,"Ponesell, Mr. Martin",male,34.0,0,0,250647,13.0,,S
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31.0,1,1,C.A. 31921,26.25,,S
803,1,1,"Carter, Master. William Thornton II",male,11.0,1,2,113760,120.0,B96 B98,S
804,1,3,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625,8.5167,,C
805,1,3,"Hedman, Mr. Oskar Arvid",male,27.0,0,0,347089,6.975,,S
806,0,3,"Johansson, Mr. Karl Johan",male,31.0,0,0,347063,7.775,,S
807,0,1,"Andrews, Mr. Thomas Jr",male,39.0,0,0,112050,0.0,A36,S
808,0,3,"Pettersson, Miss. Ellen Natalia",female,18.0,0,0,347087,7.775,,S
809,0,2,"Meyer, Mr. August",male,39.0,0,0,248723,13.0,,S
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.0,1,0,113806,53.1,E8,S
811,0,3,"Alexander, Mr. William",male,26.0,0,0,3474,7.8875,,S
812,0,3,"Lester, Mr. James",male,39.0,0,0,A/4 48871,24.15,,S
813,0,2,"Slemen, Mr. Richard James",male,35.0,0,0,28206,10.5,,S
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6.0,4,2,347082,31.275,,S
815,0,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,,S
816,0,1,"Fry, Mr. Richard",male,,0,0,112058,0.0,B102,S
817,0,3,"Heininen, Miss. Wendla Maria",female,23.0,0,0,STON/O2. 3101290,7.925,,S
818,0,2,"Mallet, Mr. Albert",male,31.0,1,1,S.C./PARIS 2079,37.0042,,C
819,0,3,"Holm, Mr. John Fredrik Alexander",male,43.0,0,0,C 7075,6.45,,S
820,0,3,"Skoog, Master. Karl Thorsten",male,10.0,3,2,347088,27.9,,S
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52.0,1,1,12749,93.5,B69,S
822,1,3,"Lulic, Mr. Nikola",male,27.0,0,0,315098,8.6625,,S
823,0,1,"Reuchlin, Jonkheer. John George",male,38.0,0,0,19972,0.0,,S
824,1,3,"Moor, Mrs. (Beila)",female,27.0,0,1,392096,12.475,E121,S
825,0,3,"Panula, Master. Urho Abraham",male,2.0,4,1,3101295,39.6875,,S
826,0,3,"Flynn, Mr. John",male,,0,0,368323,6.95,,Q
827,0,3,"Lam, Mr. Len",male,,0,0,1601,56.4958,,S
828,1,2,"Mallet, Master. Andre",male,1.0,0,2,S.C./PARIS 2079,37.0042,,C
829,1,3,"McCormack, Mr. Thomas Joseph",male,,0,0,367228,7.75,,Q
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62.0,0,0,113572,80.0,B28,
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659,14.4542,,C
832,1,2,"Richards, Master. George Sibley",male,0.83,1,1,29106,18.75,,S
833,0,3,"Saad, Mr. Amin",male,,0,0,2671,7.2292,,C
834,0,3,"Augustsson, Mr. Albert",male,23.0,0,0,347468,7.8542,,S
835,0,3,"Allum, Mr. Owen George",male,18.0,0,0,2223,8.3,,S
836,1,1,"Compton, Miss. Sara Rebecca",female,39.0,1,1,PC 17756,83.1583,E49,C
837,0,3,"Pasic, Mr. Jakob",male,21.0,0,0,315097,8.6625,,S
838,0,3,"Sirota, Mr. Maurice",male,,0,0,392092,8.05,,S
839,1,3,"Chip, Mr. Chang",male,32.0,0,0,1601,56.4958,,S
840,1,1,"Marechal, Mr. Pierre",male,,0,0,11774,29.7,C47,C
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,0,0,SOTON/O2 3101287,7.925,,S
842,0,2,"Mudd, Mr. Thomas Charles",male,16.0,0,0,S.O./P.P. 3,10.5,,S
843,1,1,"Serepeca, Miss. Augusta",female,30.0,0,0,113798,31.0,,C
844,0,3,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,6.4375,,C
845,0,3,"Culumovic, Mr. Jeso",male,17.0,0,0,315090,8.6625,,S
846,0,3,"Abbing, Mr. Anthony",male,42.0,0,0,C.A. 5547,7.55,,S
847,0,3,"Sage, Mr. Douglas Bullen",male,,8,2,CA. 2343,69.55,,S
848,0,3,"Markoff, Mr. Marin",male,35.0,0,0,349213,7.8958,,C
849,0,2,"Harper, Rev. John",male,28.0,0,1,248727,33.0,,S
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,,1,0,17453,89.1042,C92,C
851,0,3,"Andersson, Master. Sigvard Harald Elias",male,4.0,4,2,347082,31.275,,S
852,0,3,"Svensson, Mr. Johan",male,74.0,0,0,347060,7.775,,S
853,0,3,"Boulos, Miss. Nourelain",female,9.0,1,1,2678,15.2458,,C
854,1,1,"Lines, Miss. Mary Conover",female,16.0,0,1,PC 17592,39.4,D28,S
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,244252,26.0,,S
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18.0,0,1,392091,9.35,,S
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,36928,164.8667,,S
858,1,1,"Daly, Mr. Peter Denis ",male,51.0,0,0,113055,26.55,E17,S
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24.0,0,3,2666,19.2583,,C
860,0,3,"Razi, Mr. Raihed",male,,0,0,2629,7.2292,,C
861,0,3,"Hansen, Mr. Claus Peter",male,41.0,2,0,350026,14.1083,,S
862,0,2,"Giles, Mr. Frederick Edward",male,21.0,1,0,28134,11.5,,S
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48.0,0,0,17466,25.9292,D17,S
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,,8,2,CA. 2343,69.55,,S
865,0,2,"Gill, Mr. John William",male,24.0,0,0,233866,13.0,,S
866,1,2,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,236852,13.0,,S
867,1,2,"Duran y More, Miss. Asuncion",female,27.0,1,0,SC/PARIS 2149,13.8583,,C
868,0,1,"Roebling, Mr. Washington Augustus II",male,31.0,0,0,PC 17590,50.4958,A24,S
869,0,3,"van Melkebeke, Mr. Philemon",male,,0,0,345777,9.5,,S
870,1,3,"Johnson, Master. Harold Theodor",male,4.0,1,1,347742,11.1333,,S
871,0,3,"Balkic, Mr. Cerin",male,26.0,0,0,349248,7.8958,,S
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47.0,1,1,11751,52.5542,D35,S
873,0,1,"Carlsson, Mr. Frans Olof",male,33.0,0,0,695,5.0,B51 B53 B55,S
874,0,3,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765,9.0,,S
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28.0,1,0,P/PP 3381,24.0,,C
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15.0,0,0,2667,7.225,,C
877,0,3,"Gustafsson, Mr. Alfred Ossian",male,20.0,0,0,7534,9.8458,,S
878,0,3,"Petroff, Mr. Nedelio",male,19.0,0,0,349212,7.8958,,S
879,0,3,"Laleff, Mr. Kristo",male,,0,0,349217,7.8958,,S
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56.0,0,1,11767,83.1583,C50,C
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25.0,0,1,230433,26.0,,S
882,0,3,"Markun, Mr. Johann",male,33.0,0,0,349257,7.8958,,S
883,0,3,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0,0,7552,10.5167,,S
884,0,2,"Banfield, Mr. Frederick James",male,28.0,0,0,C.A./SOTON 34068,10.5,,S
885,0,3,"Sutehall, Mr. Henry Jr",male,25.0,0,0,SOTON/OQ 392076,7.05,,S
886,0,3,"Rice, Mrs. William (Margaret Norton)",female,39.0,0,5,382652,29.125,,Q
887,0,2,"Montvila, Rev. Juozas",male,27.0,0,0,211536,13.0,,S
888,1,1,"Graham, Miss. Margaret Edith",female,19.0,0,0,112053,30.0,B42,S
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,,1,2,W./C. 6607,23.45,,S
890,1,1,"Behr, Mr. Karl Howell",male,26.0,0,0,111369,30.0,C148,C
891,0,3,"Dooley, Mr. Patrick",male,32.0,0,0,370376,7.75,,Q
892,0,3,"NewPassenger, Synthetic_892",male,,0,0,ST-35141,0.0,,C
893,0,3,"NewPassenger, Synthetic_893",male,12.629016460003008,0,0,ST-55785,14.004509239592796,,C
894,0,2,"NewPassenger, Synthetic_894",female,27.37761989099642,0,0,ST-44160,114.79921996411016,,S
895,0,1,"NewPassenger, Synthetic_895",female,38.955218245282055,1,0,ST-10402,66.0520617303732,,S
896,0,3,"NewPassenger, Synthetic_896",male,23.023130393368845,0,0,ST-80311,0.0,,S
897,0,3,"NewPassenger, Synthetic_897",male,42.937610192976415,1,0,ST-14154,72.29335774079924,D33,S
898,0,3,"NewPassenger, Synthetic_898",female,34.39912014908703,0,0,ST-53619,0.0,,S
899,1,2,"NewPassenger, Synthetic_899",male,,0,0,ST-70278,0.0,,S
900,0,3,"NewPassenger, Synthetic_900",male,54.98438506452592,0,0,ST-36878,105.8676558631868,,Q
901,0,3,"NewPassenger, Synthetic_901",male,0.0,8,0,ST-66953,64.8151132942881,,S
902,1,1,"NewPassenger, Synthetic_902",female,,0,2,ST-67518,29.80634939442206,,S
903,0,2,"NewPassenger, Synthetic_903",female,40.05917225234531,1,0,ST-80236,14.461990997535988,,S
904,0,1,"NewPassenger, Synthetic_904",female,9.306825212004906,1,1,ST-56924,2.33749493173595,,S
905,0,3,"NewPassenger, Synthetic_905",female,20.904334630981687,0,1,ST-52011,0.0,A20,S
906,1,3,"NewPassenger, Synthetic_906",male,10.343302873256139,0,0,ST-21958,0.0,,C
907,0,1,"NewPassenger, Synthetic_907",female,25.277206597069487,0,1,ST-96787,80.79507089529936,,S
908,1,2,"NewPassenger, Synthetic_908",male,24.11879580931593,0,0,ST-61370,0.0,,S
909,0,1,"NewPassenger, Synthetic_909",male,49.92856364218328,0,0,ST-54344,0.0,,S
910,0,3,"NewPassenger, Synthetic_910",female,40.01527903101723,0,1,ST-34541,60.541662264301955,,S
911,0,1,"NewPassenger, Synthetic_911",male,,1,0,ST-95292,0.0,,S
912,1,2,"NewPassenger, Synthetic_912",male,29.49425526186538,0,0,ST-93847,0.0,F38,S
913,0,3,"NewPassenger, Synthetic_913",male,,0,0,ST-32539,0.0,,S
914,0,3,"NewPassenger, Synthetic_914",male,45.31111972214892,0,2,ST-90815,0.0,,S
915,0,1,"NewPassenger, Synthetic_915",female,24.331457788860803,1,0,ST-20092,55.87126002321311,,S
916,1,3,"NewPassenger, Synthetic_916",male,38.38904810908347,1,1,ST-39499,61.8439798103712,,S
917,1,3,"NewPassenger, Synthetic_917",male,41.90243502860053,1,0,ST-89543,17.633202315674602,,C
918,0,3,"NewPassenger, Synthetic_918",female,12.838116176892328,0,0,ST-34861,13.279240766081344,C54,C
919,0,1,"NewPassenger, Synthetic_919",male,27.410850242994947,1,0,ST-20726,0.0,,S
920,0,3,"NewPassenger, Synthetic_920",female,22.602838290371835,1,1,ST-39588,22.528943922076042,,S
921,0,1,"NewPassenger, Synthetic_921",male,,0,0,ST-80058,59.69604787013311,,C
922,0,3,"NewPassenger, Synthetic_922",male,0.3257155790887616,2,0,ST-10907,15.92962270906963,,S
923,1,1,"NewPassenger, Synthetic_923",male,,0,0,ST-15702,54.08233831734859,,S
924,0,3,"NewPassenger, Synthetic_924",male,,0,0,ST-38168,22.190434787092265,,Q
925,1,1,"NewPassenger, Synthetic_925",female,33.601258979109716,0,0,ST-99903,54.27974877301275,,C
926,1,2,"NewPassenger, Synthetic_926",female,50.91904234965577,4,0,ST-90394,0.0,,S
927,1,1,"NewPassenger, Synthetic_927",male,18.14162458721195,1,0,ST-90944,70.63962135708162,A26,S
928,0,3,"NewPassenger, Synthetic_928",male,29.78236393647549,1,0,ST-77021,36.39092041548457,,S
929,1,3,"NewPassenger, Synthetic_929",female,32.154389251775335,0,2,ST-61372,0.0,,S
930,0,3,"NewPassenger, Synthetic_930",female,31.654084758632084,1,0,ST-14457,48.152884648434835,,S
931,1,3,"NewPassenger, Synthetic_931",female,,1,0,ST-97318,53.49919482272878,,S
932,0,3,"NewPassenger, Synthetic_932",male,37.34762057018665,0,0,ST-44500,0.0,,Q
933,0,1,"NewPassenger, Synthetic_933",female,0.0,0,0,ST-37733,2.584569250073617,,S
934,0,3,"NewPassenger, Synthetic_934",male,,0,3,ST-52541,0.0,,S
935,0,3,"NewPassenger, Synthetic_935",female,36.77951568518097,0,0,ST-66985,0.0,,S
936,0,2,"NewPassenger, Synthetic_936",male,40.28464892005661,1,2,ST-72497,76.0089683044221,C148,S
937,0,1,"NewPassenger, Synthetic_937",male,38.04346266025915,0,0,ST-90076,109.40280085397568,,S
938,1,3,"NewPassenger, Synthetic_938",male,36.7460693106316,3,2,ST-78517,0.0,B49,C
939,0,3,"NewPassenger, Synthetic_939",male,,1,0,ST-86606,24.146178736422662,,S
940,0,3,"NewPassenger, Synthetic_940",female,6.062849703179676,1,0,ST-45004,51.223477514969886,,S
941,0,3,"NewPassenger, Synthetic_941",male,,1,0,ST-23934,40.5747137415474,,C
942,0,3,"NewPassenger, Synthetic_942",female,36.713424465411904,5,0,ST-95974,48.960387780853374,,S
943,1,3,"NewPassenger, Synthetic_943",female,,5,0,ST-55625,0.0,,S
944,0,3,"NewPassenger, Synthetic_944",male,25.8025035796216,0,0,ST-51054,105.55497988774542,,S
945,1,3,"NewPassenger, Synthetic_945",male,28.84923952118292,8,0,ST-87287,4.620622646230711,,C
946,1,3,"NewPassenger, Synthetic_946",male,25.515928710549943,0,1,ST-51020,0.0,,S
947,0,1,"NewPassenger, Synthetic_947",male,,4,0,ST-83497,22.173266928046772,,S
948,1,1,"NewPassenger, Synthetic_948",female,,0,0,ST-75994,0.9449814753757977,,Q
949,0,1,"NewPassenger, Synthetic_949",male,37.83362810758352,0,0,ST-86740,30.187785488214526,,S
950,0,2,"NewPassenger, Synthetic_950",female,36.0682136265443,1,0,ST-32749,38.52440074704618,,Q
951,0,3,"NewPassenger, Synthetic_951",male,35.84818247876563,0,0,ST-89538,27.28931417949454,,S
952,0,1,"NewPassenger, Synthetic_952",male,22.47835129720279,0,0,ST-14693,0.0,B3,S
953,0,1,"NewPassenger, Synthetic_953",male,11.210749304864823,0,0,ST-16622,18.036123364007686,,S
954,0,3,"NewPassenger, Synthetic_954",female,34.89819649949308,0,0,ST-65068,38.00596419152723,,S
955,1,1,"NewPassenger, Synthetic_955",female,11.210080049116307,0,0,ST-40463,0.0,,S
956,1,2,"NewPassenger, Synthetic_956",female,27.004246830243115,0,0,ST-29035,34.20457694692154,,S
957,0,3,"NewPassenger, Synthetic_957",male,4.417169535479488,0,0,ST-51361,86.1698660559071,,C
958,0,1,"NewPassenger, Synthetic_958",female,39.254577601933505,0,0,ST-59636,50.88110520818659,,S
959,0,3,"NewPassenger, Synthetic_959",male,31.4978615020289,1,0,ST-19616,0.0,E44,S
960,1,3,"NewPassenger, Synthetic_960",female,28.611818223656154,0,0,ST-11724,0.0,,S
961,0,2,"NewPassenger, Synthetic_961",male,37.71951610997608,1,0,ST-73656,1.1459035176419299,,C
962,1,2,"NewPassenger, Synthetic_962",female,53.10527123623841,1,0,ST-62760,0.4253088038663897,,S
963,1,2,"NewPassenger, Synthetic_963",male,61.066823463446966,0,0,ST-74233,18.428842463690053,,S
964,0,3,"NewPassenger, Synthetic_964",male,32.085927151562316,1,2,ST-63437,59.55295627464882,,S
965,0,2,"NewPassenger, Synthetic_965",female,,1,2,ST-38395,19.53210917422404,E46,S
966,0,3,"NewPassenger, Synthetic_966",female,,1,0,ST-85137,83.31465923809313,,S
967,0,1,"NewPassenger, Synthetic_967",female,38.36225018401354,0,0,ST-87224,39.612321209852546,,S
968,0,1,"NewPassenger, Synthetic_968",male,10.90860637327216,0,2,ST-41592,17.25799761805368,B78,C
969,1,3,"NewPassenger, Synthetic_969",male,5.682824479203834,0,0,ST-99928,72.79281269310871,,S
970,0,3,"NewPassenger, Synthetic_970",female,34.22956413630217,0,0,ST-50815,0.0,,Q
971,1,3,"NewPassenger, Synthetic_971",female,37.925355339850505,1,0,ST-84646,0.0,,S
972,1,3,"NewPassenger, Synthetic_972",male,56.37763963443891,1,0,ST-65546,0.0,C103,S
973,1,2,"NewPassenger, Synthetic_973",male,66.41221017522682,0,1,ST-89186,13.481230182506692,,S
974,1,3,"NewPassenger, Synthetic_974",male,32.347447709061186,0,0,ST-35329,61.520623964845015,,S
975,0,1,"NewPassenger, Synthetic_975",male,16.690029720600975,0,0,ST-49954,0.0,E101,S
976,1,3,"NewPassenger, Synthetic_976",male,43.85128242757041,0,0,ST-40352,81.41160909769027,,S
977,0,3,"NewPassenger, Synthetic_977",female,,0,0,ST-13702,14.50318085997155,,C
978,0,3,"NewPassenger, Synthetic_978",female,22.911859328371335,0,0,ST-31615,121.56330301419837,C68,S
979,1,3,"NewPassenger, Synthetic_979",male,,0,0,ST-90073,17.114137514787707,,S
980,1,3,"NewPassenger, Synthetic_980",male,38.44885565600086,0,4,ST-25923,60.716079492900946,,S
981,0,3,"NewPassenger, Synthetic_981",male,27.887281839792855,0,2,ST-62638,96.85492914761853,,S
982,1,3,"NewPassenger, Synthetic_982",male,28.981184814457617,0,0,ST-35227,66.77867407196287,,S
983,0,3,"NewPassenger, Synthetic_983",male,7.265522951428533,0,1,ST-65605,60.31887957508984,,C
984,0,1,"NewPassenger, Synthetic_984",female,17.333219376926202,0,0,ST-72059,0.0,,S
985,0,3,"NewPassenger, Synthetic_985",male,36.060243501215844,1,0,ST-60344,0.0,,S
986,0,2,"NewPassenger, Synthetic_986",male,38.757797339765155,0,0,ST-22760,18.74874621910878,,C
987,0,1,"NewPassenger, Synthetic_987",female,11.362310409977404,0,3,ST-99520,131.98732238156458,E67,S
988,1,3,"NewPassenger, Synthetic_988",male,43.49175804692722,0,2,ST-33286,71.77045534232133,D15,C
